investor_id,avg_gap_days,at_risk
INV000380,97.0,True
INV000381,,False
INV000382,,False
INV000383,,False
INV000384,,False
INV000385,,False
INV000386,,False
INV000387,,False
INV000388,53.625,True
INV000389,,False
INV000390,,False
INV000391,,False
INV000392,77.16666666666667,True
INV000393,,False
INV000394,,False
INV000395,55.666666666666664,True
INV000396,83.2,True
INV000397,,False
INV000399,49.55555555555556,True
INV000400,62.6,True
INV000401,,False
INV000402,,False
INV000403,58.2,True
INV000404,,False
INV000405,,False
INV000406,,False
INV000407,82.4,True
INV000408,46.8,True
INV000409,,False
INV000410,,False
INV000411,,False
INV000412,43.714285714285715,True
INV000413,,False
INV000414,66.28571428571429,True
INV000415,66.16666666666667,True
INV000416,,False
INV000417,,False
INV000418,86.8,True
INV000419,,False
INV000420,,False
INV000421,,False
INV000422,,False
INV000423,,False
INV000424,,False
INV000425,,False
INV000426,,False
INV000427,68.5,True
INV000428,52.142857142857146,True
INV000429,77.2,True
INV000430,,False
INV000431,,False
INV000432,,False
INV000433,,False
INV000434,,False
INV000435,,False
INV000436,,False
INV000437,97.8,True
INV000438,,False
INV000439,,False
INV000440,69.57142857142857,True
INV000441,60.8,True
INV000442,,False
INV000443,,False
INV000444,73.2,True
INV000445,57.75,True
INV000446,38.6,True
INV000449,46.8,True
INV000450,,False
INV000452,49.375,True
INV000453,,False
INV000454,,False
INV000455,,False
INV000456,,False
INV000457,91.4,True
INV000458,,False
INV000459,,False
INV000460,43.4,True
INV000461,,False
INV000462,,False
INV000463,65.16666666666667,True
INV000465,,False
INV000466,73.33333333333333,True
INV000467,56.666666666666664,True
INV000468,,False
INV000469,70.5,True
INV000470,,False
INV000471,,False
INV000472,,False
INV000473,,False
INV000474,,False
INV000475,,False
INV000476,,False
INV000477,,False
INV000478,,False
INV000479,,False
INV000480,,False
INV000481,,False
INV000482,,False
INV000483,70.42857142857143,True
INV000484,,False
INV000485,,False
INV000487,,False
INV000488,,False
INV000489,,False
INV000490,,False
INV000491,95.0,True
INV000492,,False
INV000493,47.55555555555556,True
INV000494,,False
INV000495,,False
INV000496,,False
INV000497,71.83333333333333,True
INV000498,,False
INV000499,77.83333333333333,True
INV000500,,False
INV000501,,False
INV000502,,False
INV000503,,False
INV000504,,False
INV000505,,False
INV000506,,False
INV000507,70.16666666666667,True
INV000509,,False
INV000510,,False
INV000511,,False
INV000512,54.75,True
INV000513,,False
INV000514,,False
INV000516,,False
INV000517,,False
INV000518,,False
INV000519,,False
INV000520,,False
INV000521,,False
INV000522,100.8,True
INV000523,,False
INV000524,55.0,True
INV000525,,False
INV000526,,False
INV000527,50.8,True
INV000528,,False
INV000529,59.2,True
INV000530,,False
INV000531,47.0,True
INV000532,,False
INV000533,,False
INV000534,,False
INV000535,,False
INV000536,,False
INV000537,,False
INV000538,,False
INV000539,77.0,True
INV000540,73.5,True
INV000541,,False
INV000542,,False
INV000543,83.66666666666667,True
INV000544,,False
INV000545,80.6,True
INV000546,55.0,True
INV000547,55.8,True
INV000548,,False
INV000549,96.2,True
INV000550,,False
INV000551,,False
INV000552,,False
INV000553,72.0,True
INV000554,70.2,True
INV000555,,False
INV000556,52.42857142857143,True
INV000557,,False
INV000558,,False
INV000559,,False
INV000560,,False
INV000561,,False
INV000562,74.4,True
INV000563,76.33333333333333,True
INV000564,,False
INV000565,,False
INV000566,35.0,True
INV000567,63.8,True
INV000568,62.4,True
INV000569,,False
INV000570,67.28571428571429,True
INV000571,,False
INV000572,,False
INV000573,50.833333333333336,True
INV000574,,False
INV000575,71.6,True
INV000576,,False
INV000577,,False
INV000578,66.83333333333333,True
INV000579,,False
INV000580,,False
INV000581,78.33333333333333,True
INV000583,,False
INV000584,,False
INV000585,,False
INV000586,44.5,True
INV000587,,False
INV000588,,False
INV000589,59.125,True
INV000590,,False
INV000591,64.5,True
INV000592,,False
INV000593,74.2,True
INV000594,,False
INV000595,,False
INV000596,51.75,True
INV000597,88.6,True
INV000598,,False
INV000599,81.5,True
INV000600,,False
INV000601,,False
INV000602,,False
INV000603,,False
INV000604,,False
INV000605,,False
INV000606,,False
INV000607,66.66666666666667,True
INV000608,100.2,True
INV000609,47.0,True
INV000611,,False
INV000612,49.3,True
INV000613,,False
INV000614,,False
INV000615,55.833333333333336,True
INV000616,,False
INV000617,,False
INV000618,,False
INV000619,,False
INV000620,,False
INV000621,,False
INV000622,,False
INV000623,,False
INV000624,31.666666666666668,True
INV000625,86.4,True
INV000626,,False
INV000627,,False
INV000628,,False
INV000629,,False
INV000630,68.66666666666667,True
INV000631,54.0,True
INV000632,,False
INV000633,,False
INV000634,52.25,True
INV000635,75.0,True
INV000636,,False
INV000637,,False
INV000638,,False
INV000639,,False
INV000640,,False
INV000641,54.8,True
INV000642,53.5,True
INV000643,,False
INV000644,,False
INV000645,66.0,True
INV000646,62.333333333333336,True
INV000647,,False
INV000648,,False
INV000649,,False
INV000650,,False
INV000651,94.0,True
INV000652,93.8,True
INV000653,,False
INV000654,,False
INV000656,,False
INV000657,64.71428571428571,True
INV000658,,False
INV000659,,False
INV000660,,False
INV000661,,False
INV000662,66.14285714285714,True
INV000663,94.4,True
INV000664,,False
INV000665,36.22222222222222,True
INV000666,,False
INV000667,68.0,True
INV000668,,False
INV000669,,False
INV000670,,False
INV000671,,False
INV000672,,False
INV000673,92.8,True
INV000674,,False
INV000675,62.8,True
INV000676,35.3,True
INV000677,,False
INV000678,63.333333333333336,True
INV000679,,False
INV000680,,False
INV000681,,False
INV000682,,False
INV000683,54.5,True
INV000684,,False
INV000685,,False
INV000686,,False
INV000687,,False
INV000688,,False
INV000689,,False
INV000690,56.285714285714285,True
INV000691,66.4,True
INV000692,,False
INV000693,,False
INV000695,,False
INV000696,,False
INV000698,52.25,True
INV000699,42.8,True
INV000700,,False
INV000701,83.66666666666667,True
INV000702,,False
INV000703,,False
INV000704,,False
INV000705,,False
INV000706,,False
INV000707,34.375,True
INV000708,,False
INV000709,65.16666666666667,True
INV000710,88.6,True
INV000711,,False
INV000713,,False
INV000714,37.0,True
INV000715,,False
INV000716,,False
INV000717,,False
INV000718,57.833333333333336,True
INV000719,72.83333333333333,True
INV000720,,False
INV000721,,False
INV000722,,False
INV000723,,False
INV000724,81.2,True
INV000725,67.66666666666667,True
INV000726,,False
INV000727,,False
INV000728,,False
INV000729,,False
INV000730,,False
INV000731,,False
INV000732,,False
INV000733,,False
INV000734,64.0,True
INV000735,,False
INV000736,,False
INV000737,92.6,True
INV000738,,False
INV000739,,False
INV000740,,False
INV000741,,False
INV000742,,False
INV000743,,False
INV000744,,False
INV000745,,False
INV000746,,False
INV000747,84.6,True
INV000748,,False
INV000749,,False
INV000750,26.5,True
INV000751,53.0,True
INV000752,,False
INV000753,,False
INV000754,72.33333333333333,True
INV000755,,False
INV000756,,False
INV000757,,False
INV000758,,False
INV000759,83.0,True
INV000760,,False
INV000761,75.16666666666667,True
INV000762,,False
INV000763,,False
INV000764,,False
INV000765,,False
INV000766,,False
INV000767,,False
INV000768,60.0,True
INV000769,,False
INV000770,,False
INV000771,,False
INV000772,46.0,True
INV000774,73.66666666666667,True
INV000775,,False
INV000776,59.42857142857143,True
INV000777,66.0,True
INV000778,59.714285714285715,True
INV000779,75.0,True
INV000780,,False
INV000781,,False
INV000782,,False
INV000783,89.8,True
INV000784,,False
INV000785,32.6,True
INV000786,64.125,True
INV000787,,False
INV000788,,False
INV000789,55.142857142857146,True
INV000790,,False
INV000791,,False
INV000792,,False
INV000793,69.14285714285714,True
INV000794,,False
INV000795,,False
INV000796,,False
INV000797,,False
INV000798,,False
INV000799,,False
INV000800,,False
INV000801,,False
INV000802,,False
INV000803,77.16666666666667,True
INV000804,,False
INV000806,,False
INV000808,,False
INV000809,,False
INV000810,,False
INV000811,,False
INV000813,,False
INV000814,94.0,True
INV000815,,False
INV000816,,False
INV000818,,False
INV000819,,False
INV000820,,False
INV000821,,False
INV000822,55.5,True
INV000823,39.666666666666664,True
INV000824,,False
INV000825,,False
INV000826,,False
INV000827,58.285714285714285,True
INV000828,,False
INV000829,,False
INV000830,72.2,True
INV000831,,False
INV000832,,False
INV000833,67.28571428571429,True
INV000834,,False
INV000835,,False
INV000836,84.8,True
INV000837,,False
INV000838,,False
INV000839,,False
INV000840,,False
INV000841,,False
INV000842,,False
INV000843,55.6,True
INV000844,66.16666666666667,True
INV000845,,False
INV000846,,False
INV000847,47.8,True
INV000848,,False
INV000849,,False
INV000850,,False
INV000851,,False
INV000852,,False
INV000853,49.333333333333336,True
INV000854,61.25,True
INV000855,,False
INV000856,,False
INV000857,,False
INV000858,44.875,True
INV000859,,False
INV000860,,False
INV000861,,False
INV000862,91.2,True
INV000863,,False
INV000864,40.8,True
INV000865,45.75,True
INV000866,,False
INV000867,,False
INV000868,,False
INV000869,65.4,True
INV000870,,False
INV000871,,False
INV000872,,False
INV000873,73.5,True
INV000874,62.125,True
INV000875,,False
INV000876,,False
INV000877,59.4,True
INV000878,,False
INV000879,,False
INV000880,,False
INV000881,46.111111111111114,True
INV000882,,False
INV000883,,False
INV000884,,False
INV000885,,False
INV000886,,False
INV000887,65.66666666666667,True
INV000888,80.33333333333333,True
INV000889,,False
INV000890,,False
INV000891,,False
INV000892,,False
INV000893,59.5,True
INV000894,55.0,True
INV000895,,False
INV000896,,False
INV000897,,False
INV000898,,False
INV000899,,False
INV000900,,False
INV000901,54.0,True
INV000902,,False
INV000904,,False
INV000905,,False
INV000906,,False
INV000907,59.2,True
INV000908,,False
INV000909,,False
INV000910,,False
INV000911,,False
INV000912,,False
INV000913,,False
INV000914,,False
INV000915,,False
INV000916,,False
INV000918,,False
INV000919,,False
INV000920,75.6,True
INV000921,,False
INV000922,,False
INV000923,,False
INV000924,,False
INV000925,,False
INV000926,80.0,True
INV000927,,False
INV000928,,False
INV000929,58.166666666666664,True
INV000930,32.42857142857143,True
INV000931,,False
INV000933,,False
INV000934,,False
INV000935,30.875,True
INV000936,,False
INV000937,,False
INV000938,,False
INV000939,60.57142857142857,True
INV000940,,False
INV000941,,False
INV000942,53.0,True
INV000943,,False
INV000944,,False
INV000945,,False
INV000946,,False
INV000947,,False
INV000948,,False
INV000949,67.5,True
INV000950,91.0,True
INV000951,,False
INV000953,,False
INV000954,,False
INV000955,,False
INV000956,,False
INV000957,,False
INV000958,,False
INV000959,,False
INV000960,,False
INV000961,,False
INV000962,,False
INV000963,,False
INV000964,,False
INV000965,,False
INV000966,,False
INV000967,,False
INV000968,,False
INV000969,,False
INV000970,,False
INV000971,46.833333333333336,True
INV000972,,False
INV000974,73.5,True
INV000975,,False
INV000977,48.77777777777778,True
INV000978,,False
INV000979,79.8,True
INV000980,44.42857142857143,True
INV000981,50.4,True
INV000982,,False
INV000983,,False
INV000984,,False
INV000985,,False
INV000986,60.833333333333336,True
INV000987,,False
INV000988,,False
INV000989,,False
INV000990,,False
INV000991,,False
INV000992,,False
INV000993,,False
INV000994,63.8,True
INV000995,,False
INV000997,,False
INV000998,,False
INV000999,,False
INV001001,60.285714285714285,True
INV001002,41.666666666666664,True
INV001003,,False
INV001004,,False
INV001005,93.6,True
INV001006,,False
INV001007,,False
INV001008,64.66666666666667,True
INV001009,,False
INV001010,,False
INV001011,,False
INV001012,,False
INV001013,96.8,True
INV001014,,False
INV001015,,False
INV001016,,False
INV001017,67.0,True
INV001019,44.875,True
INV001020,,False
INV001021,68.66666666666667,True
INV001023,72.42857142857143,True
INV001024,,False
INV001025,38.8,True
INV001026,69.4,True
INV001027,,False
INV001028,,False
INV001029,,False
INV001030,,False
INV001031,,False
INV001032,,False
INV001033,,False
INV001034,,False
INV001035,,False
INV001036,,False
INV001037,42.0,True
INV001038,,False
INV001039,66.2,True
INV001040,,False
INV001041,83.0,True
INV001042,,False
INV001043,,False
INV001044,,False
INV001045,,False
INV001046,,False
INV001047,66.16666666666667,True
INV001048,47.0,True
INV001049,,False
INV001050,,False
INV001051,54.142857142857146,True
INV001052,,False
INV001053,55.857142857142854,True
INV001054,,False
INV001055,93.2,True
INV001056,,False
INV001057,,False
INV001058,,False
INV001059,,False
INV001060,53.375,True
INV001061,51.125,True
INV001062,,False
INV001063,43.285714285714285,True
INV001064,59.5,True
INV001065,,False
INV001066,,False
INV001067,,False
INV001068,,False
INV001069,41.285714285714285,True
INV001070,97.0,True
INV001071,,False
INV001072,,False
INV001073,,False
INV001074,,False
INV001075,,False
INV001076,,False
INV001077,,False
INV001079,,False
INV001080,,False
INV001081,,False
INV001082,,False
INV001083,,False
INV001084,,False
INV001085,,False
INV001086,,False
INV001087,,False
INV001088,,False
INV001089,,False
INV001090,,False
INV001091,,False
INV001092,77.33333333333333,True
INV001093,,False
INV001094,,False
INV001095,,False
INV001096,,False
INV001099,26.142857142857142,True
INV001100,,False
INV001101,,False
INV001102,55.333333333333336,True
INV001103,,False
INV001104,,False
INV001105,,False
INV001106,,False
INV001107,,False
INV001108,,False
INV001109,,False
INV001110,,False
INV001111,,False
INV001112,,False
INV001113,,False
INV001114,,False
INV001115,81.4,True
INV001116,58.125,True
INV001117,61.714285714285715,True
INV001118,,False
INV001119,,False
INV001120,,False
INV001121,,False
INV001122,,False
INV001123,,False
INV001124,,False
INV001126,,False
INV001127,,False
INV001128,,False
INV001129,,False
INV001130,76.83333333333333,True
INV001131,,False
INV001132,,False
INV001133,,False
INV001134,,False
INV001136,,False
INV001137,57.0,True
INV001138,,False
INV001139,,False
INV001140,60.4,True
INV001141,97.6,True
INV001142,42.833333333333336,True
INV001143,,False
INV001144,,False
INV001145,,False
INV001146,,False
INV001148,,False
INV001149,,False
INV001150,,False
INV001151,,False
INV001152,,False
INV001153,,False
INV001154,,False
INV001155,,False
INV001156,102.4,True
INV001157,,False
INV001158,,False
INV001159,,False
INV001160,57.57142857142857,True
INV001161,80.6,True
INV001163,67.33333333333333,True
INV001164,,False
INV001165,,False
INV001166,,False
INV001167,96.2,True
INV001168,,False
INV001169,,False
INV001170,68.2,True
INV001171,,False
INV001172,,False
INV001173,67.0,True
INV001174,,False
INV001175,,False
INV001176,,False
INV001177,,False
INV001178,79.66666666666667,True
INV001179,,False
INV001180,74.4,True
INV001181,67.42857142857143,True
INV001182,,False
INV001183,,False
INV001184,,False
INV001185,,False
INV001186,,False
INV001187,,False
INV001188,,False
INV001189,,False
INV001190,97.0,True
INV001191,,False
INV001192,,False
INV001193,,False
INV001194,,False
INV001195,53.42857142857143,True
INV001196,92.2,True
INV001197,,False
INV001198,,False
INV001199,,False
INV001200,,False
INV001201,,False
INV001202,58.0,True
INV001203,,False
INV001204,,False
INV001205,,False
INV001206,83.6,True
INV001207,,False
INV001208,51.833333333333336,True
INV001209,,False
INV001210,36.875,True
INV001211,,False
INV001212,,False
INV001213,,False
INV001214,,False
INV001215,,False
INV001216,,False
INV001217,60.142857142857146,True
INV001218,,False
INV001219,50.857142857142854,True
INV001220,77.16666666666667,True
INV001221,,False
INV001222,,False
INV001223,70.83333333333333,True
INV001224,,False
INV001225,,False
INV001226,,False
INV001227,,False
INV001228,,False
INV001229,,False
INV001230,,False
INV001231,,False
INV001232,,False
INV001233,,False
INV001234,60.57142857142857,True
INV001235,59.0,True
INV001236,,False
INV001237,98.0,True
INV001238,68.5,True
INV001239,,False
INV001240,,False
INV001241,,False
INV001242,69.8,True
INV001243,,False
INV001244,,False
INV001245,,False
INV001246,,False
INV001247,,False
INV001248,,False
INV001249,,False
INV001250,,False
INV001251,82.0,True
INV001254,,False
INV001255,,False
INV001256,,False
INV001257,,False
INV001258,,False
INV001259,,False
INV001260,,False
INV001261,,False
INV001262,44.833333333333336,True
INV001263,,False
INV001264,,False
INV001265,,False
INV001266,,False
INV001267,,False
INV001269,,False
INV001270,,False
INV001271,,False
INV001273,,False
INV001274,73.33333333333333,True
INV001275,66.66666666666667,True
INV001276,,False
INV001277,,False
INV001279,,False
INV001280,,False
INV001281,,False
INV001282,67.0,True
INV001284,,False
INV001285,,False
INV001286,,False
INV001287,92.2,True
INV001288,45.666666666666664,True
INV001289,,False
INV001290,,False
INV001291,76.2,True
INV001292,,False
INV001294,,False
INV001295,50.75,True
INV001296,,False
INV001297,,False
INV001298,71.83333333333333,True
INV001299,51.25,True
INV001300,,False
INV001301,,False
INV001302,,False
INV001304,97.6,True
INV001305,,False
INV001306,,False
INV001307,,False
INV001308,54.625,True
INV001309,,False
INV001310,81.2,True
INV001311,,False
INV001312,,False
INV001313,,False
INV001314,50.44444444444444,True
INV001315,51.833333333333336,True
INV001316,92.4,True
INV001317,84.8,True
INV001318,46.22222222222222,True
INV001319,,False
INV001320,,False
INV001321,,False
INV001322,,False
INV001323,,False
INV001324,,False
INV001325,,False
INV001326,69.42857142857143,True
INV001327,,False
INV001328,,False
INV001329,68.2,True
INV001330,,False
INV001331,94.2,True
INV001332,80.0,True
INV001333,78.66666666666667,True
INV001334,,False
INV001335,,False
INV001336,65.85714285714286,True
INV001337,,False
INV001338,,False
INV001339,,False
INV001340,,False
INV001341,,False
INV001342,,False
INV001343,,False
INV001344,,False
INV001345,,False
INV001346,,False
INV001347,,False
INV001348,47.833333333333336,True
INV001349,,False
INV001350,,False
INV001351,70.5,True
INV001352,,False
INV001353,,False
INV001354,,False
INV001355,60.2,True
INV001356,79.2,True
INV001357,,False
INV001358,,False
INV001359,72.5,True
INV001360,,False
INV001361,50.5,True
INV001362,,False
INV001363,,False
INV001365,,False
INV001366,,False
INV001367,99.0,True
INV001368,,False
INV001369,,False
INV001370,,False
INV001371,,False
INV001372,,False
INV001373,,False
INV001374,,False
INV001375,78.5,True
INV001376,78.66666666666667,True
INV001377,,False
INV001378,,False
INV001379,,False
INV001380,,False
INV001382,,False
INV001383,56.142857142857146,True
INV001384,,False
INV001385,,False
INV001386,,False
INV001387,57.25,True
INV001388,,False
INV001389,,False
INV001390,,False
INV001391,,False
INV001392,,False
INV001393,,False
INV001394,63.57142857142857,True
INV001395,,False
INV001396,,False
INV001397,,False
INV001398,,False
INV001399,,False
INV001400,76.8,True
INV001401,68.6,True
INV001402,,False
INV001403,,False
INV001404,,False
INV001405,,False
INV001406,47.666666666666664,True
INV001407,45.2,True
INV001408,,False
INV001409,,False
INV001410,,False
INV001411,,False
INV001412,,False
INV001413,,False
INV001414,,False
INV001415,68.14285714285714,True
INV001416,,False
INV001417,,False
INV001418,88.6,True
INV001419,85.8,True
INV001420,,False
INV001421,,False
INV001422,,False
INV001423,48.57142857142857,True
INV001424,,False
INV001425,,False
INV001426,,False
INV001427,,False
INV001428,79.4,True
INV001429,,False
INV001430,,False
INV001431,,False
INV001432,71.4,True
INV001433,,False
INV001434,80.6,True
INV001435,,False
INV001436,,False
INV001437,,False
INV001438,,False
INV001439,,False
INV001440,,False
INV001441,,False
INV001442,57.125,True
INV001443,,False
INV001444,,False
INV001445,,False
INV001446,,False
INV001447,,False
INV001448,,False
INV001449,,False
INV001450,,False
INV001451,,False
INV001452,,False
INV001453,,False
INV001454,73.0,True
INV001455,64.71428571428571,True
INV001456,,False
INV001457,43.8,True
INV001458,59.833333333333336,True
INV001459,,False
INV001460,,False
INV001461,,False
INV001462,,False
INV001463,,False
INV001464,,False
INV001465,,False
INV001466,44.6,True
INV001467,,False
INV001468,,False
INV001469,,False
INV001470,,False
INV001472,79.0,True
INV001473,,False
INV001474,,False
INV001475,,False
INV001476,,False
INV001477,,False
INV001478,,False
INV001479,,False
INV001480,,False
INV001481,,False
INV001482,80.6,True
INV001483,,False
INV001484,,False
INV001485,55.0,True
INV001486,,False
INV001487,,False
INV001488,,False
INV001489,,False
INV001491,98.8,True
INV001492,,False
INV001494,,False
INV001495,,False
INV001496,,False
INV001497,63.0,True
INV001498,,False
INV001499,,False
INV001500,,False
INV001501,,False
INV001502,,False
INV001503,,False
INV001504,54.25,True
INV001505,,False
INV001506,,False
INV001507,86.2,True
INV001508,,False
INV001509,,False
INV001510,66.83333333333333,True
INV001511,,False
INV001512,,False
INV001513,,False
INV001514,51.833333333333336,True
INV001515,,False
INV001516,56.8,True
INV001518,,False
INV001519,,False
INV001520,,False
INV001521,,False
INV001522,,False
INV001524,,False
INV001525,,False
INV001526,50.4,True
INV001527,,False
INV001528,,False
INV001529,,False
INV001530,64.66666666666667,True
INV001531,,False
INV001532,56.833333333333336,True
INV001534,,False
INV001535,,False
INV001536,69.0,True
INV001537,,False
INV001538,,False
INV001539,,False
INV001540,,False
INV001542,,False
INV001543,,False
INV001544,,False
INV001545,92.8,True
INV001547,72.16666666666667,True
INV001548,80.6,True
INV001549,,False
INV001550,79.0,True
INV001551,61.8,True
INV001552,,False
INV001553,,False
INV001554,,False
INV001555,,False
INV001556,,False
INV001557,,False
INV001558,,False
INV001560,,False
INV001561,,False
INV001562,44.22222222222222,True
INV001563,,False
INV001564,55.714285714285715,True
INV001566,,False
INV001567,,False
INV001568,,False
INV001569,83.4,True
INV001570,,False
INV001571,,False
INV001572,,False
INV001573,,False
INV001574,,False
INV001575,,False
INV001576,,False
INV001577,,False
INV001578,,False
INV001579,75.0,True
INV001580,45.666666666666664,True
