amfi_code,1yr_cagr,3yr_cagr,5yr_cagr,sharpe_ratio,sortino_ratio,alpha,beta,max_drawdown_pct,score
120503,0.04807407420549259,0.1480416951560286,0.1805376677189634,0.7979728586052844,1.3379431500669237,0.17703302365844073,-0.0402689523698206,-0.13897862823061635,56.25
120504,0.11500730028249406,0.28369809430069837,0.22372037579730364,1.0265242847993006,1.8052937940992548,0.2119482701352573,0.016232169761417007,-0.12588275606922517,78.0
120505,0.3035341170540422,0.30206534630200976,0.31481115319403674,1.1801011976606495,2.0293529404657464,0.2926358334175106,0.000549004250631712,-0.18188513572116294,81.0
120506,0.3289620693417177,0.18246287427399865,0.16424007349244585,0.6488787755249528,1.0958951614736467,0.1625385327998104,0.04189646272811977,-0.1982565826298267,52.75
120507,0.07014400079311978,0.07051904540600296,0.06968969623013832,0.495723392953312,1.0521238822609291,0.06746210411099539,-0.0004440926329707234,-0.0009773140045925555,47.5
120841,0.18155118861657193,0.16684258851596145,0.13016300746880094,0.4942725378672348,0.8625738849916581,0.13042924450705445,0.036356399022199795,-0.1757361416468729,45.00000000000001
120842,0.18605448815462422,0.10040620430039637,0.06453456071586094,0.07599984804658923,0.12469346986475674,0.0780443887615508,0.01805687420811816,-0.24003511326274884,28.749999999999996
120843,0.2848107293384283,0.2566188265022562,0.2964834751553347,1.3067439695428413,2.3643200321667184,0.27330465038306057,-0.02282956979242654,-0.1297396816518679,84.5
120844,0.06837152766088916,0.0654165743882027,0.0665902917581922,-0.08874729621557288,-0.1877230477424223,0.06455677495375998,-0.00040074423947840013,-0.0011629327956168556,37.5
125497,0.2934732237752924,0.1770571225538371,0.18276505948757582,0.7757902498211205,1.3306512447571364,0.17729754927531766,0.04882040425957739,-0.15200013055606398,58.5
125498,0.16670899216585977,0.12492937768565682,0.10874958686292713,0.3006119210425479,0.5088128197169232,0.11989100971217971,0.009054412621739154,-0.21117279560132118,35.25
148567,0.1458071475984759,0.3127857318272198,0.29711989696020824,1.4482911703262604,2.3856443733688186,0.2698375144191807,0.023683558075848623,-0.11265729075028275,91.25000000000001
148568,0.1049631940675948,0.13077495792463978,0.21627249243585345,0.9262873467360141,1.632740977873516,0.20873010086942337,-0.026387719943843004,-0.1527259422823477,56.00000000000001
148569,0.4446574419216476,0.23317122535147572,0.3064321514596229,1.2349300257743292,2.146913926346055,0.2827036785246582,0.018133884083859245,-0.1639674294693263,78.0
149322,0.1912760461187113,0.16528044392382957,0.12882957123240346,0.46403744922047735,0.7621288703723166,0.13173190226099432,-0.004050271130006534,-0.14844576917771746,48.00000000000001
149323,0.22305604128077272,0.24242464971409516,0.2838164635295859,1.1321218524747252,1.8751010639192083,0.26598577542043045,-0.002523004664699247,-0.17248105753451382,74.0
149324,0.6208181174018113,0.25029675402929885,0.3096576580257808,0.949795824661604,1.6197931764914093,0.3005787817097677,0.011455159960520708,-0.31171900300634214,64.99999999999999
